lang,label,sentence
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,please provide me with the current time.
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,tell me the current time please.
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,tell me the time now please.
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,tell me the time if you would.
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,what time is it at the present?
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,what time is it now?
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,what time is it showing?
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,what's the current time if you don't mind?
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,what's the time according to your clock?
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,what's the time at this moment?
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,what's the time on your end?
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,can you inform me of the time
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,can you tell me the time
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,clock
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,clock now
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,clock now please
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,clock please
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,clock right now
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,clock right now please
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,could you tell me the time
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,current time
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,do you have the current time
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,do you have the time
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,do you have the time right now
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,do you know what time it is
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,give me the current time
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,let me know the current time
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,please provide the time
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,please tell me the current time
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,tell me the time please
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,tell me what time it is
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,the clock
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,the clock now
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,the clock now please
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,the clock please
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,the clock right now
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,the clock right now please
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,the time
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,the time now
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,the time now please
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,the time please
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,the time right now
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,the time right now please
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,time
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,time now
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,time now please
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,time please
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,time right now
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,time right now please
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,what is the current time
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,what is the time at the moment
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,what time is it currently
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,what's the current time
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,what's the time
en,ovos-skill-date-time.openvoiceos:what.time.is.it.intent,what's the time now
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,can you inform me of the dates for the coming weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,can you inform me of the dates for the weekend after this one?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,can you provide the dates for the weekend that follows this one?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,can you provide the dates for the weekend that follows?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,can you provide the dates of the forthcoming weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,can you tell me the dates for the upcoming weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,can you tell me the dates for the weekend that follows the current one?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,can you tell me the days of the upcoming weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,tell me the dates for the upcoming weekend.
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,tell me the dates of the upcoming weekend.
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,tell me the dates of the weekend following this one.
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,tell me the dates of the weekend that follows the current one.
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,tell me the dates planned for next weekend.
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,tell me the dates planned for the weekend after this one.
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,tell me the dates planned for the weekend that follows the current one.
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,tell me the days for the forthcoming weekend.
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,tell me the days for the weekend that follows this one.
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for next weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for this weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates next weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates this weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days anticipated for next weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days anticipated for the weekend that follows the current one?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days anticipated for the weekend that is approaching?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days expected for the weekend that is approaching?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for next weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for the upcoming weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for this weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days next weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days planned for this weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days set for next weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days this weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what date is next weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what date is this weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what dates are confirmed for the following weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what dates are confirmed for the weekend that follows the current one?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what dates are confirmed for this weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what dates are marked for next weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what dates are marked for the weekend that comes next?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what dates are marked for the weekend that is coming up?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what dates are next weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what dates are scheduled for the forthcoming weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what dates are scheduled for the weekend that follows the current one?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what dates are scheduled for this weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what dates are this weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what day is next weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what day is this weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what days are coming up this weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what days are set for the weekend after the current one?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what days for next weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what days for this weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what days next weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what days this weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what is the date for next weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what is the date for this weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what is the date next weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what is the date this weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what is the schedule for the weekend after this one?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what is the schedule for this weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what will be the days for next weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what will be the days for the upcoming weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what will be the days for the weekend after the current one?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what will be the days for the weekend after this one?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what will be the days for the weekend ahead?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what will be the days for the weekend that comes next?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what will be the days for the weekend that is coming up?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what will be the days for this weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,which dates are allocated for the weekend after this one?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,which dates are allocated for this weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,which days are anticipated for the weekend ahead?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,which days are expected for the upcoming weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,which days are expected for the weekend after the current one?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,which days are projected for the weekend ahead?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,which days are projected for the weekend that is approaching?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,which days are reserved for the following weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,which days are reserved for the next weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,which days are upcoming this weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,which days will be part of the coming weekend?
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,which days will be part of the weekend that comes next?
en,ovos-skill-date-time.openvoiceos:what.month.is.it.intent,current month
en,ovos-skill-date-time.openvoiceos:what.month.is.it.intent,tell me the current month
en,ovos-skill-date-time.openvoiceos:what.month.is.it.intent,tell me the month
en,ovos-skill-date-time.openvoiceos:what.month.is.it.intent,what month are we in
en,ovos-skill-date-time.openvoiceos:what.month.is.it.intent,what month is it
en,ovos-skill-date-time.openvoiceos:what.month.is.it.intent,what month is it right now
en,ovos-skill-date-time.openvoiceos:what.month.is.it.intent,what month is today
en,ovos-skill-date-time.openvoiceos:what.month.is.it.intent,what’s the month
en,ovos-skill-date-time.openvoiceos:what.month.is.it.intent,which month is it
en,ovos-skill-date-time.openvoiceos:what.year.is.it.intent,current year
en,ovos-skill-date-time.openvoiceos:what.year.is.it.intent,tell me the current year
en,ovos-skill-date-time.openvoiceos:what.year.is.it.intent,tell me the year
en,ovos-skill-date-time.openvoiceos:what.year.is.it.intent,what year are we in
en,ovos-skill-date-time.openvoiceos:what.year.is.it.intent,what year is it
en,ovos-skill-date-time.openvoiceos:what.year.is.it.intent,what year is it right now
en,ovos-skill-date-time.openvoiceos:what.year.is.it.intent,what year is today
en,ovos-skill-date-time.openvoiceos:what.year.is.it.intent,what’s the year
en,ovos-skill-date-time.openvoiceos:what.year.is.it.intent,which year is it
en,ovos-skill-date-time.openvoiceos:what.day.is.it.intent,can you tell me the day
en,ovos-skill-date-time.openvoiceos:what.day.is.it.intent,tell me the current day
en,ovos-skill-date-time.openvoiceos:what.day.is.it.intent,what day is it
en,ovos-skill-date-time.openvoiceos:what.day.is.it.intent,what day is it today
en,ovos-skill-date-time.openvoiceos:what.day.is.it.intent,what day is today
en,ovos-skill-date-time.openvoiceos:what.day.is.it.intent,what is today’s date
en,ovos-skill-date-time.openvoiceos:what.day.is.it.intent,what's today's date
en,ovos-skill-date-time.openvoiceos:what.day.is.it.intent,what’s the day today
en,ovos-skill-date-time.openvoiceos:what.weekday.is.it.intent,tell me the day of the week
en,ovos-skill-date-time.openvoiceos:what.weekday.is.it.intent,what day of the week is it
en,ovos-skill-date-time.openvoiceos:what.weekday.is.it.intent,what weekday is it
en,ovos-skill-date-time.openvoiceos:what.weekday.is.it.intent,what weekday is today
en,ovos-skill-date-time.openvoiceos:what.weekday.is.it.intent,what’s the day of the week
en,ovos-skill-date-time.openvoiceos:what.weekday.is.it.intent,which day of the week is it
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,can you provide the dates of the weekend before this one?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,can you provide the days for the last weekend?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,can you tell me the days for the previous weekend?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,can you tell me which days were last weekend?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,give me the dates for the previous weekend.
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,give me the dates of the weekend before last.
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,give me the specific dates for the previous weekend.
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,give me the specific dates for the weekend before.
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,i'm interested in knowing the dates for last weekend.
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,inform me of the dates for the weekend before last.
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,inform me of the dates for the weekend that just passed.
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,inform me of the days that constituted last weekend.
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,please inform me of the dates for last weekend.
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,please provide the days for the weekend prior.
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,provide me with the days for the previous weekend.
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,provide me with the specific dates for the weekend before last.
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,tell me the dates of the weekend before last.
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,tell me the dates of the weekend before the current one.
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,tell me the dates of the weekend that just ended.
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,tell me the dates of the weekend that just passed.
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,tell me the days that comprised last weekend.
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,tell me the days that comprised the weekend just passed.
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,tell me the days that fell within the last weekend.
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,tell me the specific dates of the last weekend.
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what dates did last weekend cover?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what dates did last weekend encompass?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what days did last weekend include?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what days did the last weekend cover?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what days did the last weekend encompass?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what days fell within the last weekend?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what days were included in the weekend before the current one?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what days were included in the weekend before this one?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what days were part of the last weekend?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what days were part of the weekend just passed?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what were the dates for the weekend prior to this one?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what were the dates for the weekend that just went by?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what were the dates of the preceding weekend?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what were the dates of the weekend before the current one?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what were the days of the weekend before?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,when was the previous weekend?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,which dates constituted last weekend?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,which dates constituted the last weekend?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,which dates fell within the last weekend?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,which dates were considered last weekend?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,which days fell under last weekend?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,which days were included in last weekend?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,which days were part of the weekend before this one?
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what date was last weekend
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what dates were last weekend
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what day was last weekend
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what days were last weekend
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what was the date last weekend
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what were the dates for last weekend
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what were the dates last weekend
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what were the days for last weekend
en,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,what were the days last weekend
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,what time will it be in {offset} hours
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,what time will it be in {offset} hours from now
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,what time will it be in {offset} hours from now in {location}
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,what time will it be in {offset} hours in {location}
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,what time will it be in {offset} minutes
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,what time will it be in {offset} minutes from now
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,what time will it be in {offset} minutes from now in {location}
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,what time will it be in {offset} minutes in {location}
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,what time will it be in {offset} seconds
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,what time will it be in {offset} seconds from now
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,what time will it be in {offset} seconds from now in {location}
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,what time will it be in {offset} seconds in {location}
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when is it {offset} hours
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when is it {offset} hours from now
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when is it {offset} hours from now in {location}
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when is it {offset} hours in {location}
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when is it {offset} minutes
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when is it {offset} minutes from now
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when is it {offset} minutes from now in {location}
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when is it {offset} minutes in {location}
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when is it {offset} seconds
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when is it {offset} seconds from now
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when is it {offset} seconds from now in {location}
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when is it {offset} seconds in {location}
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when will it be {offset} hours
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when will it be {offset} hours from now
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when will it be {offset} hours in {location}
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when will it be {offset} minutes
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when will it be {offset} minutes from now
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when will it be {offset} minutes from now in {location}
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when will it be {offset} minutes in {location}
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when will it be {offset} seconds
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when will it be {offset} seconds from now
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when will it be {offset} seconds from now in {location}
en,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,when will it be {offset} seconds in {location}
en,ovos-skill-ddg.openvoiceos:known_for.intent,what is {query} famous for
en,ovos-skill-ddg.openvoiceos:known_for.intent,what is {query} known for
en,ovos-skill-ddg.openvoiceos:born.intent,when is {query} birth
en,ovos-skill-ddg.openvoiceos:born.intent,when is {query} birthday
en,ovos-skill-ddg.openvoiceos:born.intent,when is {query} day of birth
en,ovos-skill-ddg.openvoiceos:born.intent,when was {query} born
en,ovos-skill-ddg.openvoiceos:born.intent,{query} date of birth
en,ovos-skill-ddg.openvoiceos:born.intent,{query} day of birth
en,ovos-skill-ddg.openvoiceos:search_duck.intent,ask the duck duck about {query}
en,ovos-skill-ddg.openvoiceos:search_duck.intent,ask the duck duck go about {query}
en,ovos-skill-ddg.openvoiceos:search_duck.intent,search duck duck for {query}
en,ovos-skill-ddg.openvoiceos:search_duck.intent,search duck duck go for {query}
en,ovos-skill-ddg.openvoiceos:search_duck.intent,search the duck for {query}
en,ovos-skill-ddg.openvoiceos:search_duck.intent,what does duck duck go say about {query}
en,ovos-skill-ddg.openvoiceos:search_duck.intent,what does duck duck say about {query}
en,ovos-skill-ddg.openvoiceos:search_duck.intent,what does the duck say about {query}
en,ovos-skill-ddg.openvoiceos:thesis.intent,what is {query} thesis subject
en,ovos-skill-ddg.openvoiceos:alma_mater.intent,what is {query} alma mater
en,ovos-skill-ddg.openvoiceos:fields.intent,what is {query} field of expertise
en,ovos-skill-ddg.openvoiceos:education.intent,where did {query} get her education
en,ovos-skill-ddg.openvoiceos:education.intent,where did {query} get his education
en,ovos-skill-ddg.openvoiceos:education.intent,where did {query} study
en,ovos-skill-ddg.openvoiceos:who.intent,who is {person}
en,ovos-skill-ddg.openvoiceos:died.intent,when did {query} die
en,ovos-skill-ddg.openvoiceos:died.intent,when was {query} death
en,ovos-skill-ddg.openvoiceos:died.intent,{query} date of death
en,ovos-skill-ddg.openvoiceos:died.intent,{query} day of death
en,ovos-skill-ddg.openvoiceos:children.intent,how many children did {query} have
en,ovos-skill-ddg.openvoiceos:children.intent,how many children does {query} have
en,ovos-skill-ddg.openvoiceos:resting_place.intent,where is {query} resting buried
en,ovos-skill-ddg.openvoiceos:resting_place.intent,where is {query} resting place
en,ovos-skill-ddg.openvoiceos:age_at_death.intent,how old was {query} on his death
en,ovos-skill-ddg.openvoiceos:age_at_death.intent,how old was {query} on the day he died
en,ovos-skill-ddg.openvoiceos:age_at_death.intent,how old was {query} on the day she died
en,ovos-skill-ddg.openvoiceos:age_at_death.intent,how old was {query} when he died
en,ovos-skill-ddg.openvoiceos:age_at_death.intent,how old was {query} when she died
en,ovos-skill-ddg.openvoiceos:birthdate.intent,what is {person} birth date
en,ovos-skill-ddg.openvoiceos:birthdate.intent,what is {person} birthday
en,ovos-skill-ddg.openvoiceos:birthdate.intent,when was born {person}
en,ovos-skill-ddg.openvoiceos:birthdate.intent,when was {person} born
en,ovos-skill-ddg.openvoiceos:official_website.intent,what is {query} official website
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,how are you doing
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,how has your day been
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,how have you been
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,ahoy
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,g'day
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,good afternoon
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,good evening
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,good morning
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,greetings
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,hello
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,hello again
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,hello there
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,hey
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,hey there
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,hi
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,hi there
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,hiya
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,howdy
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,how’s it going
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,long time no see
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,nice to see you
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,sup
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,what's up
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,yo
en,ovos-skill-icanhazdadjokes.openvoiceos:search_joke.intent,can you tell jokes about {query}
en,ovos-skill-icanhazdadjokes.openvoiceos:search_joke.intent,can you tell {query} jokes
en,ovos-skill-icanhazdadjokes.openvoiceos:search_joke.intent,do you know any jokes about {query}
en,ovos-skill-icanhazdadjokes.openvoiceos:search_joke.intent,do you know any {query} jokes
en,ovos-skill-icanhazdadjokes.openvoiceos:search_joke.intent,joke about {query}
en,ovos-skill-icanhazdadjokes.openvoiceos:search_joke.intent,say a joke about {query}
en,ovos-skill-icanhazdadjokes.openvoiceos:search_joke.intent,say a {query} joke
en,ovos-skill-icanhazdadjokes.openvoiceos:search_joke.intent,tell me a joke about {query}
en,ovos-skill-icanhazdadjokes.openvoiceos:search_joke.intent,tell me a {query} joke
en,ovos-skill-naptime.openvoiceos:naptime.intent,activate sleep mode
en,ovos-skill-naptime.openvoiceos:naptime.intent,begin downtime
en,ovos-skill-naptime.openvoiceos:naptime.intent,begin naptime
en,ovos-skill-naptime.openvoiceos:naptime.intent,begin power nap
en,ovos-skill-naptime.openvoiceos:naptime.intent,begin sleep interval
en,ovos-skill-naptime.openvoiceos:naptime.intent,begin sleeping
en,ovos-skill-naptime.openvoiceos:naptime.intent,enter dreamland
en,ovos-skill-naptime.openvoiceos:naptime.intent,enter hibernation
